probe,status
cg19528371,removed_high_na
cg21101750,removed_high_na
cg03614649,removed_high_na
ch.11.1966376F,removed_high_na
cg27415283,removed_high_na
cg26313511,removed_high_na
cg26370484,removed_high_na
cg16976968,removed_high_na
cg08639586,removed_high_na
cg13926096,removed_high_na
cg15288329,removed_high_na
cg21360975,removed_high_na
cg12225467,removed_high_na
cg02327522,removed_high_na
cg07748193,removed_high_na
cg04530978,removed_high_na
cg11203330,removed_high_na
cg20860642,removed_high_na
cg08990543,removed_high_na
cg21759331,removed_high_na
cg02625694,removed_high_na
cg02509232,removed_high_na
cg17879912,removed_high_na
cg17590224,removed_high_na
cg22559596,removed_high_na
cg17729253,removed_high_na
cg09374857,removed_high_na
cg03632754,removed_high_na
cg00689685,removed_high_na
cg10356866,removed_high_na
cg08919528,removed_high_na
cg00312985,removed_high_na
cg04444949,removed_high_na
cg13807035,removed_high_na
cg17975976,removed_high_na
cg01099258,removed_high_na
cg13610014,removed_high_na
cg16472569,removed_high_na
cg23666831,removed_high_na
cg13198133,removed_high_na
cg02419716,removed_high_na
cg14834865,removed_high_na
cg21549299,removed_high_na
cg08171276,removed_high_na
cg11658588,removed_high_na
cg21106461,removed_high_na
cg10803302,removed_high_na
cg16704241,removed_high_na
cg12718874,removed_high_na
cg16035921,removed_high_na
cg02035015,removed_high_na
cg23347301,removed_high_na
cg10051237,removed_high_na
cg17501569,removed_high_na
cg06687562,removed_high_na
cg13107191,removed_high_na
cg05215420,removed_high_na
cg05215424,removed_high_na
cg13564588,removed_high_na
cg14161400,removed_high_na
cg27538859,removed_high_na
cg15705273,removed_high_na
cg23047137,removed_high_na
cg00670721,removed_high_na
cg12445775,removed_high_na
cg08415137,removed_high_na
cg01981252,removed_high_na
cg08174355,removed_high_na
cg05962028,removed_high_na
ch.6.2510917R,removed_high_na
cg14525131,removed_high_na
cg10569471,removed_high_na
cg15677883,removed_high_na
cg02587993,removed_high_na
cg04582374,removed_high_na
cg12024811,removed_high_na
cg00767503,removed_high_na
cg14497649,removed_high_na
cg24603481,removed_high_na
cg16659561,removed_high_na
cg04202122,removed_high_na
cg13863007,removed_high_na
cg27432604,removed_high_na
cg26469099,removed_high_na
cg02342892,removed_high_na
cg20147285,removed_high_na
cg09680719,removed_high_na
cg21310636,removed_high_na
cg01974715,removed_high_na
cg23334433,removed_high_na
cg13576669,removed_high_na
cg21540530,removed_high_na
cg10555383,removed_high_na
cg14700230,removed_high_na
cg06005173,removed_high_na
cg11222626,removed_high_na
cg17675492,removed_high_na
cg22537843,removed_high_na
cg13423394,removed_high_na
cg22914764,removed_high_na
cg19057764,removed_high_na
cg11469349,removed_high_na
cg14252488,removed_high_na
cg16591002,removed_high_na
cg11265874,removed_high_na
cg11277090,removed_high_na
cg19656847,removed_high_na
cg07808899,removed_high_na
cg03818583,removed_high_na
cg16555896,removed_high_na
cg06348377,removed_high_na
cg15055062,removed_high_na
cg08123100,removed_high_na
cg09638248,removed_high_na
cg19913291,removed_high_na
cg22070189,removed_high_na
cg25882496,removed_high_na
cg10353683,removed_high_na
ch.2.154234353F,removed_high_na
cg23715715,removed_high_na
cg25726425,removed_high_na
cg15651149,removed_high_na
cg17266153,removed_high_na
cg19422369,removed_high_na
cg22031873,removed_high_na
cg06106599,removed_high_na
cg09134635,removed_high_na
cg06430688,removed_high_na
cg22118082,removed_high_na
cg17177816,removed_high_na
cg02876211,removed_high_na
cg09592224,removed_high_na
cg25985488,removed_high_na
cg06300880,removed_high_na
cg27284032,removed_high_na
cg08819934,removed_high_na
cg14732013,removed_high_na
cg02088292,removed_high_na
cg25089544,removed_high_na
cg22784078,removed_high_na
cg11256764,removed_high_na
cg09710521,removed_high_na
cg26177243,removed_high_na
cg15037823,removed_high_na
cg01016122,removed_high_na
cg25301649,removed_high_na
cg16033780,removed_high_na
cg05326918,removed_high_na
cg13714407,removed_high_na
cg08272513,removed_high_na
cg09856295,removed_high_na
cg25206417,removed_high_na
cg21959781,removed_high_na
cg13018177,removed_high_na
cg20928824,removed_high_na
cg07099009,removed_high_na
cg04649441,removed_high_na
cg15974959,removed_high_na
cg10447222,removed_high_na
cg02624680,removed_high_na
cg00002028,removed_high_na
cg03020181,removed_high_na
cg10006252,removed_high_na
cg01763947,removed_high_na
cg24536120,removed_high_na
cg02840179,removed_high_na
cg01757760,removed_high_na
cg08440077,removed_high_na
cg05372265,removed_high_na
cg26155803,removed_high_na
cg10277523,removed_high_na
cg11702172,removed_high_na
cg00308361,removed_high_na
cg04512993,removed_high_na
cg00308367,removed_high_na
cg19592502,removed_high_na
cg22327690,removed_high_na
cg24027572,removed_high_na
cg24758201,removed_high_na
cg08577424,removed_high_na
cg26413855,removed_high_na
cg11009100,removed_high_na
cg10619365,removed_high_na
cg26320830,removed_high_na
cg10160315,removed_high_na
cg26878542,removed_high_na
cg12330727,removed_high_na
cg17503629,removed_high_na
cg05389803,removed_high_na
cg16072126,removed_high_na
cg26739327,removed_high_na
cg10067523,removed_high_na
cg14210447,removed_high_na
cg26897081,removed_high_na
cg00835389,removed_high_na
cg11347730,removed_high_na
cg26612736,removed_high_na
cg14313569,removed_high_na
cg16613854,removed_high_na
cg24749860,removed_high_na
cg18989176,removed_high_na
cg02067703,removed_high_na
cg08377862,removed_high_na
cg20663548,removed_high_na
cg08486887,removed_high_na
cg22980611,removed_high_na
cg21022303,removed_high_na
cg17909385,removed_high_na
cg25756647,removed_high_na
cg18635896,removed_high_na
cg09895049,removed_high_na
cg11938672,removed_high_na
cg14021373,removed_high_na
cg03142554,removed_high_na
cg05267269,removed_high_na
cg02543850,removed_high_na
cg11843304,removed_high_na
cg09626131,removed_high_na
cg00573165,removed_high_na
cg08332992,removed_high_na
cg25103043,removed_high_na
cg26320000,removed_high_na
cg04391666,removed_high_na
cg04608933,removed_high_na
cg03698374,removed_high_na
cg08121252,removed_high_na
cg17755508,removed_high_na
cg16634737,removed_high_na
cg02678476,removed_high_na
cg06208382,removed_high_na
cg16181638,removed_high_na
cg12934554,removed_high_na
cg01784721,removed_high_na
cg01395541,removed_high_na
cg03296565,removed_high_na
cg20531169,removed_high_na
cg27609342,removed_high_na
cg13836687,removed_high_na
cg12471156,removed_high_na
cg17692429,removed_high_na
cg20095560,removed_high_na
cg13245593,removed_high_na
cg09652614,removed_high_na
cg02865896,removed_high_na
cg09935998,removed_high_na
cg00914084,removed_high_na
cg06528310,removed_high_na
cg20194982,removed_high_na
cg16377738,removed_high_na
cg17177599,removed_high_na
cg01405143,removed_high_na
cg00143364,removed_high_na
cg05131142,removed_high_na
cg11508949,removed_high_na
cg20383654,removed_high_na
cg00289558,removed_high_na
cg15835232,removed_high_na
cg06655570,removed_high_na
cg24251119,removed_high_na
cg01162610,removed_high_na
cg12101498,removed_high_na
cg08081725,removed_high_na
cg21214969,removed_high_na
cg07970433,removed_high_na
cg23337647,removed_high_na
cg22237644,removed_high_na
cg25378917,removed_high_na
cg08724371,removed_high_na
cg15542408,removed_high_na
cg09591497,removed_high_na
cg07566463,removed_high_na
cg07533100,removed_high_na
cg22907589,removed_high_na
cg00822321,removed_high_na
cg02874533,removed_high_na
cg23081542,removed_high_na
ch.6.347904R,removed_high_na
cg23803337,removed_high_na
cg01083050,removed_high_na
cg05374367,removed_high_na
cg01032220,removed_high_na
cg12193153,removed_high_na
cg16075940,removed_high_na
cg23858960,removed_high_na
cg13662290,removed_high_na
cg15138473,removed_high_na
cg11014875,removed_high_na
cg16384864,removed_high_na
cg15084467,removed_high_na
cg08210975,removed_high_na
cg11341142,removed_high_na
cg06297155,removed_high_na
cg23168971,removed_high_na
cg19362478,removed_high_na
cg04644844,removed_high_na
cg03215858,removed_high_na
cg26308042,removed_high_na
cg09150075,removed_high_na
cg14195103,removed_high_na
cg11240230,removed_high_na
cg01597400,removed_high_na
cg23084245,removed_high_na
cg20152126,removed_high_na
cg11134322,removed_high_na
cg22112340,removed_high_na
cg05407909,removed_high_na
cg06807383,removed_high_na
cg19310303,removed_high_na
cg19760590,removed_high_na
cg12872357,removed_high_na
cg24929538,removed_high_na
cg00549234,removed_high_na
cg00788063,removed_high_na
cg02578312,removed_high_na
cg04841121,removed_high_na
cg03416521,removed_high_na
cg10641939,removed_high_na
cg26693530,removed_high_na
cg24946941,removed_high_na
cg21308011,removed_high_na
cg13657095,removed_high_na
cg06606539,removed_high_na
cg17018505,removed_high_na
cg26947450,removed_high_na
cg06098976,removed_high_na
cg18071832,removed_high_na
cg12976178,removed_high_na
cg26976112,removed_high_na
cg05603910,removed_high_na
cg12815697,removed_high_na
cg04993112,removed_high_na
cg10493162,removed_high_na
cg15361215,removed_high_na
cg17904734,removed_high_na
cg19730600,removed_high_na
cg07515271,removed_high_na
cg15108991,removed_high_na
cg14475702,removed_high_na
cg07054804,removed_high_na
cg19498442,removed_high_na
cg25269247,removed_high_na
cg05126514,removed_high_na
cg16712468,removed_high_na
cg21116660,removed_high_na
cg17890959,removed_high_na
cg16437021,removed_high_na
cg17211077,removed_high_na
cg05924882,removed_high_na
cg25479535,removed_high_na
cg00104098,removed_high_na
cg10033475,removed_high_na
cg17090605,removed_high_na
cg05156200,removed_high_na
cg24139916,removed_high_na
cg05358900,removed_high_na
cg01709921,removed_high_na
cg17566920,removed_high_na
cg17717000,removed_high_na
cg13912545,removed_high_na
cg17179571,removed_high_na
cg23613317,removed_high_na
cg07417666,removed_high_na
cg15783935,removed_high_na
cg07530925,removed_high_na
cg15635472,removed_high_na
cg12345382,removed_high_na
cg01278654,removed_high_na
cg27043144,removed_high_na
cg02747563,removed_high_na
cg08606254,removed_high_na
cg12594793,removed_high_na
cg15873449,removed_high_na
cg12927833,removed_high_na
cg14708851,removed_high_na
cg01230207,removed_high_na
cg23974730,removed_high_na
cg00054409,removed_high_na
cg17748861,removed_high_na
cg09121569,removed_high_na
cg08580602,removed_high_na
cg20989283,removed_high_na
cg21094613,removed_high_na
cg16911495,removed_high_na
cg03727662,removed_high_na
cg20950754,removed_high_na
cg14948822,removed_high_na
cg15836046,removed_high_na
cg27158519,removed_high_na
cg23108922,removed_high_na
cg09455887,removed_high_na
cg09455881,removed_high_na
cg15935096,removed_high_na
cg21712805,removed_high_na
cg16055159,removed_high_na
cg18965620,removed_high_na
cg02026801,removed_high_na
cg02290067,removed_high_na
cg23790942,removed_high_na
cg02997605,removed_high_na
cg10107956,removed_high_na
cg11152574,removed_high_na
cg07141237,removed_high_na
cg25300941,removed_high_na
cg15412918,removed_high_na
cg13560612,removed_high_na
cg12617549,removed_high_na
cg16974699,removed_high_na
cg15394787,removed_high_na
cg24919972,removed_high_na
cg02486421,removed_high_na
cg07352174,removed_high_na
cg22290140,removed_high_na
cg04915974,removed_high_na
cg07937786,removed_high_na
cg06549901,removed_high_na
cg13428048,removed_high_na
cg20606340,removed_high_na
cg05572003,removed_high_na
cg08358233,removed_high_na
cg12928071,removed_high_na
cg19823491,removed_high_na
cg13696012,removed_high_na
cg00524179,removed_high_na
ch.1.4634054R,removed_high_na
cg03287126,removed_high_na
cg07618435,removed_high_na
cg14879153,removed_high_na
cg14903707,removed_high_na
cg01138164,removed_high_na
cg08035241,removed_high_na
cg26665667,removed_high_na
cg06215556,removed_high_na
cg24010613,removed_high_na
cg15715716,removed_high_na
cg13780542,removed_high_na
cg09456777,removed_high_na
cg04529713,removed_high_na
cg24377133,removed_high_na
cg08483316,removed_high_na
cg23282363,removed_high_na
cg09400123,removed_high_na
cg13766601,removed_high_na
cg02989381,removed_high_na
cg25306838,removed_high_na
cg13612583,removed_high_na
cg04781018,removed_high_na
cg10526374,removed_high_na
cg14460847,removed_high_na
cg26421413,removed_high_na
cg19045427,removed_high_na
cg00323313,removed_high_na
cg04784196,removed_high_na
cg02469067,removed_high_na
cg06621309,removed_high_na
cg11441796,removed_high_na
cg26331135,removed_high_na
cg16562619,removed_high_na
cg09685763,removed_high_na
cg26163885,removed_high_na
cg15775217,removed_high_na
cg26144569,removed_high_na
cg13407658,removed_high_na
cg14126408,removed_high_na
cg08662017,removed_high_na
cg16137715,removed_high_na
cg00395625,removed_high_na
cg23291126,removed_high_na
cg06230599,removed_high_na
cg04782738,removed_high_na
cg00833364,removed_high_na
cg08148618,removed_high_na
cg19226370,removed_high_na
cg06863310,removed_high_na
cg01148092,removed_high_na
cg21517812,removed_high_na
cg11085408,removed_high_na
cg06206174,removed_high_na
cg05556838,removed_high_na
cg14505585,removed_high_na
cg20775553,removed_high_na
cg04215757,removed_high_na
cg10591825,removed_high_na
cg04764624,removed_high_na
cg23130369,removed_high_na
cg16270385,removed_high_na
cg00069003,removed_high_na
cg04926385,removed_high_na
cg14317609,removed_high_na
cg03644034,removed_high_na
cg01088455,removed_high_na
cg00076325,removed_high_na
cg10461860,removed_high_na
cg08702011,removed_high_na
cg14998329,removed_high_na
cg24744014,removed_high_na
cg24435996,removed_high_na
cg12652739,removed_high_na
cg25105536,removed_high_na
cg17093877,removed_high_na
cg16402006,removed_high_na
cg03820779,removed_high_na
cg17443388,removed_high_na
cg00794381,removed_high_na
cg21292981,removed_high_na
cg08160477,removed_high_na
cg05665581,removed_high_na
cg04098176,removed_high_na
cg10424795,removed_high_na
cg11024165,removed_high_na
cg10987720,removed_high_na
cg24277313,removed_high_na
cg10475477,removed_high_na
cg21532323,removed_high_na
cg10503697,removed_high_na
cg21048874,removed_high_na
cg08802910,removed_high_na
cg06626113,removed_high_na
cg17470397,removed_high_na
cg24394288,removed_high_na
cg16579646,removed_high_na
cg05310309,removed_high_na
cg04372436,removed_high_na
cg14200572,removed_high_na
cg04199621,removed_high_na
cg17189477,removed_high_na
cg25012987,removed_high_na
cg01535547,removed_high_na
cg04409319,removed_high_na
cg07076091,removed_high_na
cg06533887,removed_high_na
cg01229567,removed_high_na
cg23719663,removed_high_na
cg14690649,removed_high_na
cg15865742,removed_high_na
cg13525333,removed_high_na
cg24722326,removed_high_na
cg14233847,removed_high_na
cg14649720,removed_high_na
cg15293181,removed_high_na
cg26131315,removed_high_na
cg10108196,removed_high_na
cg16575821,removed_high_na
cg04137405,removed_high_na
cg08996597,removed_high_na
cg07354008,removed_high_na
cg09491828,removed_high_na
cg14445783,removed_high_na
cg18131499,removed_high_na
cg27131510,removed_high_na
cg25032722,removed_high_na
cg02293212,removed_high_na
cg11920737,removed_high_na
cg01916421,removed_high_na
cg19302462,removed_high_na
cg07744536,removed_high_na
cg24464139,removed_high_na
cg01858764,removed_high_na
cg02286407,removed_high_na
cg12944659,removed_high_na
cg17270891,removed_high_na
cg09141300,removed_high_na
cg18395777,removed_high_na
cg24420847,removed_high_na
cg08323017,removed_high_na
cg03950923,removed_high_na
cg09667650,removed_high_na
cg17605814,removed_high_na
cg21892685,removed_high_na
cg04174125,removed_high_na
cg23532031,removed_high_na
cg12457040,removed_high_na
cg07784294,removed_high_na
cg26558664,removed_high_na
cg15057836,removed_high_na
cg02003117,removed_high_na
cg17900273,removed_high_na
cg26128481,removed_high_na
cg00886182,removed_high_na
cg01773185,removed_high_na
cg10036421,removed_high_na
cg23733739,removed_high_na
cg15375826,removed_high_na
cg15463530,removed_high_na
cg03939105,removed_high_na
cg06018591,removed_high_na
cg05239173,removed_high_na
cg09721580,removed_high_na
cg13294447,removed_high_na
cg06638113,removed_high_na
cg20005636,removed_high_na
cg25739142,removed_high_na
cg13720745,removed_high_na
cg04166638,removed_high_na
cg19711602,removed_high_na
cg15044121,removed_high_na
cg17719785,removed_high_na
cg18197377,removed_high_na
cg08266106,removed_high_na
cg21134610,removed_high_na
cg13802433,removed_high_na
cg02636348,removed_high_na
cg10112943,removed_high_na
cg06224893,removed_high_na
cg13369554,removed_high_na
cg20084219,removed_high_na
cg24480810,removed_high_na
cg19734801,removed_high_na
cg02682924,removed_high_na
cg19659004,removed_high_na
cg17015467,removed_high_na
cg06878729,removed_high_na
ch.2.4739220R,removed_high_na
cg27555063,removed_high_na
cg13768503,removed_high_na
cg26001410,removed_high_na
cg13784237,removed_high_na
cg05438092,removed_high_na
cg11139821,removed_high_na
cg05919161,removed_high_na
cg13108255,removed_high_na
cg04011357,removed_high_na
cg04011354,removed_high_na
cg17460855,removed_high_na
cg06215859,removed_high_na
cg18319852,removed_high_na
ch.5.3491617R,removed_high_na
cg15118519,removed_high_na
cg19523937,removed_high_na
cg15118514,removed_high_na
cg04366407,removed_high_na
cg11170468,removed_high_na
cg10580335,removed_high_na
cg05080940,removed_high_na
cg02050847,removed_high_na
cg04634493,removed_high_na
cg17590486,removed_high_na
ch.1.194862R,removed_high_na
cg07809182,removed_high_na
cg17255752,removed_high_na
cg23279355,removed_high_na
cg18169187,removed_high_na
cg19673115,removed_high_na
cg15352315,removed_high_na
cg20777461,removed_high_na
cg19747960,removed_high_na
cg06621919,removed_high_na
cg01248855,removed_high_na
cg22736267,removed_high_na
cg17440757,removed_high_na
cg13574499,removed_high_na
cg19953843,removed_high_na
cg26877905,removed_high_na
cg04895363,removed_high_na
cg06728551,removed_high_na
cg03153679,removed_high_na
cg23190053,removed_high_na
cg01216388,removed_high_na
ch.2.7317635R,removed_high_na
cg27147232,removed_high_na
cg23162587,removed_high_na
cg17701035,removed_high_na
cg15077029,removed_high_na
cg10380931,removed_high_na
cg07193173,removed_high_na
cg07132942,removed_high_na
cg18711683,removed_high_na
cg01641930,removed_high_na
cg07872007,removed_high_na
cg19475020,removed_high_na
cg13927501,removed_high_na
cg10131465,removed_high_na
cg25325454,removed_high_na
cg23080013,removed_high_na
cg00491904,removed_high_na
cg07252753,removed_high_na
cg12269972,removed_high_na
cg19593572,removed_high_na
cg10620659,removed_high_na
cg27320674,removed_high_na
cg06316121,removed_high_na
cg18838605,removed_high_na
cg17063731,removed_high_na
cg16710448,removed_high_na
cg18556345,removed_high_na
cg24800365,removed_high_na
cg08068820,removed_high_na
cg04548327,removed_high_na
cg11901929,removed_high_na
cg02774129,removed_high_na
cg11246563,removed_high_na
cg07823827,removed_high_na
cg13605248,removed_high_na
cg22312275,removed_high_na
cg02299946,removed_high_na
cg02427330,removed_high_na
cg07128654,removed_high_na
cg01685549,removed_high_na
cg26463088,removed_high_na
cg02665463,removed_high_na
cg14622441,removed_high_na
cg08164556,removed_high_na
cg20523278,removed_high_na
cg13686648,removed_high_na
cg15908853,removed_high_na
cg24005360,removed_high_na
cg04815973,removed_high_na
cg21185154,removed_high_na
cg08923791,removed_high_na
cg09711421,removed_high_na
cg09230679,removed_high_na
cg17224596,removed_high_na
cg12993838,removed_high_na
cg02009648,removed_high_na
cg19714128,removed_high_na
cg22647996,removed_high_na
cg15845071,removed_high_na
cg18973878,removed_high_na
cg02721858,removed_high_na
cg05196362,removed_high_na
cg08371333,removed_high_na
cg03134051,removed_high_na
cg04502706,removed_high_na
cg11165316,removed_high_na
cg24590924,removed_high_na
cg01909160,removed_high_na
cg19940194,removed_high_na
cg20024577,removed_high_na
cg07139794,removed_high_na
cg08540943,removed_high_na
cg13282547,removed_high_na
cg27633342,removed_high_na
cg22962883,removed_high_na
cg12120861,removed_high_na
cg11223893,removed_high_na
cg06965839,removed_high_na
cg08987373,removed_high_na
cg25421647,removed_high_na
cg16871449,removed_high_na
cg03515372,removed_high_na
cg15757292,removed_high_na
cg01995086,removed_high_na
cg21766188,removed_high_na
cg14209064,removed_high_na
cg17013132,removed_high_na
cg25294651,removed_high_na
cg18845718,removed_high_na
cg01334783,removed_high_na
cg07326765,removed_high_na
cg02655681,removed_high_na
cg22328955,removed_high_na
cg22994829,removed_high_na
cg09526164,removed_high_na
cg21416706,removed_high_na
cg13102120,removed_high_na
cg07628769,removed_high_na
cg04830191,removed_high_na
cg27173532,removed_high_na
cg07597998,removed_high_na
cg08415046,removed_high_na
cg09961574,removed_high_na
cg08748794,removed_high_na
cg24064325,removed_high_na
cg09586924,removed_high_na
cg22951411,removed_high_na
cg03605116,removed_high_na
cg03605117,removed_high_na
cg20331322,removed_high_na
cg07650406,removed_high_na
cg19864271,removed_high_na
cg25036081,removed_high_na
cg11171672,removed_high_na
cg16988616,removed_high_na
cg22517607,removed_high_na
cg01486686,removed_high_na
cg25392545,removed_high_na
cg14538146,removed_high_na
cg21808258,removed_high_na
cg08644839,removed_high_na
cg26660457,removed_high_na
cg09303150,removed_high_na
cg12024968,removed_high_na
cg05453314,removed_high_na
cg05158395,removed_high_na
cg16824035,removed_high_na
cg04459585,removed_high_na
cg16061436,removed_high_na
cg20122617,removed_high_na
cg22451657,removed_high_na
cg00264634,removed_high_na
cg19301501,removed_high_na
cg15063715,removed_high_na
cg00185909,removed_high_na
cg06533233,removed_high_na
cg22013966,removed_high_na
cg18538644,removed_high_na
cg19573166,removed_high_na
cg07901479,removed_high_na
cg22073332,removed_high_na
cg05655915,removed_high_na
cg02055615,removed_high_na
cg20163959,removed_high_na
cg24107732,removed_high_na
cg17338969,removed_high_na
cg17383987,removed_high_na
cg02159654,removed_high_na
cg21306988,removed_high_na
cg04803465,removed_high_na
cg09408462,removed_high_na
cg27258878,removed_high_na
cg26914630,removed_high_na
cg13387232,removed_high_na
cg23304464,removed_high_na
cg00490976,removed_high_na
cg01961936,removed_high_na
cg20684937,removed_high_na
cg27321466,removed_high_na
cg18479973,removed_high_na
cg08953547,removed_high_na
cg10129984,removed_high_na
cg05277504,removed_high_na
cg06093993,removed_high_na
cg26104065,removed_high_na
cg19828499,removed_high_na
cg12732791,removed_high_na
cg07664183,removed_high_na
cg22812442,removed_high_na
cg12099515,removed_high_na
cg20591353,removed_high_na
cg21768260,removed_high_na
cg27182510,removed_high_na
cg02224845,removed_high_na
cg20704381,removed_high_na
cg12422688,removed_high_na
cg17636086,removed_high_na
cg09320113,removed_high_na
cg20270341,removed_high_na
cg26393016,removed_high_na
cg01835620,removed_high_na
cg24713122,removed_high_na
cg13977158,removed_high_na
cg12912929,removed_high_na
cg12604368,removed_high_na
cg22686066,removed_high_na
cg03192874,removed_high_na
cg10618578,removed_high_na
cg08068007,removed_high_na
cg02730303,removed_high_na
cg08610773,removed_high_na
cg16877946,removed_high_na
cg16254093,removed_high_na
cg00120416,removed_high_na
cg08827122,removed_high_na
cg17326771,removed_high_na
cg25687923,removed_high_na
cg19786983,removed_high_na
cg26842096,removed_high_na
cg01778647,removed_high_na
cg18496937,removed_high_na
cg10014338,removed_high_na
cg12911589,removed_high_na
cg07650392,removed_high_na
cg14078309,removed_high_na
cg00959259,removed_high_na
cg00217859,removed_high_na
cg00804237,removed_high_na
cg15112952,removed_high_na
cg04084436,removed_high_na
cg27440751,removed_high_na
cg16020016,removed_high_na
cg19092167,removed_high_na
cg19092164,removed_high_na
cg16434764,removed_high_na
cg12622992,removed_high_na
cg04514206,removed_high_na
cg02854064,removed_high_na
cg02854067,removed_high_na
cg03586412,removed_high_na
cg26263563,removed_high_na
cg02074859,removed_high_na
cg18229466,removed_high_na
cg17392018,removed_high_na
cg11067907,removed_high_na
cg00707881,removed_high_na
cg08448886,removed_high_na
cg05372311,removed_high_na
cg20307021,removed_high_na
cg11845050,removed_high_na
cg02449670,removed_high_na
cg24661184,removed_high_na
cg03436029,removed_high_na
cg24079727,removed_high_na
cg13303520,removed_high_na
cg24155871,removed_high_na
cg04395230,removed_high_na
cg26579653,removed_high_na
cg14773822,removed_high_na
cg17993949,removed_high_na
cg07844072,removed_high_na
cg07795916,removed_high_na
cg23930763,removed_high_na
cg10423607,removed_high_na
cg09690215,removed_high_na
cg08577517,removed_high_na
cg10927536,removed_high_na
cg18077249,removed_high_na
cg19119577,removed_high_na
cg13938663,removed_high_na
cg20633213,removed_high_na
cg00218914,removed_high_na
cg03575939,removed_high_na
cg18282079,removed_high_na
cg01629126,removed_high_na
cg21101652,removed_high_na
cg08230553,removed_high_na
cg14102880,removed_high_na
cg03511628,removed_high_na
cg11076663,removed_high_na
cg25405719,removed_high_na
cg20312247,removed_high_na
cg15157403,removed_high_na
cg14706428,removed_high_na
cg04430866,removed_high_na
cg01144387,removed_high_na
cg06767025,removed_high_na
cg18577231,removed_high_na
cg20265951,removed_high_na
cg03620559,removed_high_na
cg04581613,removed_high_na
cg06127541,removed_high_na
cg22450406,removed_high_na
cg19893717,removed_high_na
cg22148138,removed_high_na
cg11329058,removed_high_na
cg05460996,removed_high_na
cg03668835,removed_high_na
cg18737349,removed_high_na
cg08777402,removed_high_na
cg06751398,removed_high_na
cg04470676,removed_high_na
cg08708750,removed_high_na
cg17839216,removed_high_na
cg24778538,removed_high_na
cg11059341,removed_high_na
cg13774019,removed_high_na
cg16897608,removed_high_na
cg27294008,removed_high_na
cg08551408,removed_high_na
cg10862612,removed_high_na
cg22239952,removed_high_na
cg13357714,removed_high_na
cg09137745,removed_high_na
cg24841909,removed_high_na
cg19315202,removed_high_na
cg22129614,removed_high_na
cg01818369,removed_high_na
cg07939587,removed_high_na
cg06543160,removed_high_na
cg24756865,removed_high_na
cg07188009,removed_high_na
cg08846221,removed_high_na
cg12642815,removed_high_na
cg01815679,removed_high_na
cg03990327,removed_high_na
cg19391384,removed_high_na
cg26667585,removed_high_na
cg06531517,removed_high_na
cg22455128,removed_high_na
cg20973260,removed_high_na
cg05908149,removed_high_na
cg18121761,removed_high_na
cg23731267,removed_high_na
cg27391650,removed_high_na
cg19498042,removed_high_na
cg20521863,removed_high_na
cg13329248,removed_high_na
cg24172675,removed_high_na
cg17750336,removed_high_na
cg17821231,removed_high_na
cg06748005,removed_high_na
cg26006910,removed_high_na
cg18005547,removed_high_na
cg05305155,removed_high_na
cg01240566,removed_high_na
cg17223866,removed_high_na
cg10346119,removed_high_na
cg21368063,removed_high_na
cg00754036,removed_high_na
cg07633664,removed_high_na
cg15650227,removed_high_na
cg06385584,removed_high_na
cg10221719,removed_high_na
cg04486725,removed_high_na
cg10193420,removed_high_na
cg02898977,removed_high_na
cg24690924,removed_high_na
cg14008071,removed_high_na
cg19577395,removed_high_na
cg27338653,removed_high_na
cg06449486,removed_high_na
cg27083642,removed_high_na
cg26160180,removed_high_na
cg15288420,removed_high_na
cg12964210,removed_high_na
cg24980158,removed_high_na
cg26110818,removed_high_na
cg23491756,removed_high_na
cg26549831,removed_high_na
cg03399655,removed_high_na
cg26578726,removed_high_na
cg15169727,removed_high_na
cg21846461,removed_high_na
cg17128082,removed_high_na
cg16311716,removed_high_na
cg26917754,removed_high_na
cg23314545,removed_high_na
cg06590444,removed_high_na
cg12792389,removed_high_na
cg24011351,removed_high_na
cg04701628,removed_high_na
cg04768935,removed_high_na
cg19267742,removed_high_na
cg25253424,removed_high_na
cg11113661,removed_high_na
cg04768939,removed_high_na
cg11258132,removed_high_na
cg16670889,removed_high_na
cg04102459,removed_high_na
cg20729846,removed_high_na
cg23777958,removed_high_na
cg17804143,removed_high_na
cg03478719,removed_high_na
cg03463818,removed_high_na
cg05057777,removed_high_na
cg22239534,removed_high_na
cg21843147,removed_high_na
cg16518115,removed_high_na
cg19759847,removed_high_na
cg18665877,removed_high_na
cg06460122,removed_high_na
cg12159028,removed_high_na
cg00445959,removed_high_na
cg26930498,removed_high_na
cg00333828,removed_high_na
cg19949776,removed_high_na
cg14983306,removed_high_na
cg08718098,removed_high_na
cg12377084,removed_high_na
cg11047442,removed_high_na
cg07597706,removed_high_na
cg22695245,removed_high_na
cg14536194,removed_high_na
cg06834035,removed_high_na
cg02343628,removed_high_na
cg17213304,removed_high_na
cg08574140,removed_high_na
cg23659122,removed_high_na
cg21809155,removed_high_na
ch.12.1574978R,removed_high_na
cg20157572,removed_high_na
cg22814023,removed_high_na
ch.2.171328329F,removed_high_na
cg10644148,removed_high_na
cg13526071,removed_high_na
cg18587018,removed_high_na
cg11085971,removed_high_na
cg06046936,removed_high_na
cg24998105,removed_high_na
cg20362689,removed_high_na
cg03082114,removed_high_na
cg07916101,removed_high_na
cg16987754,removed_high_na
cg08848753,removed_high_na
ch.7.128681R,removed_high_na
